form	lexeme	cell
s w e ñ a	soñ	3sgPres
s o ñ a m o s	soñ	1plPres
s o ñ a i s	soñ	2plPres
s i r k u l o	sirkul	1sgPres
s i r k u l a s	sirkul	2sgPres
s i r k u l a n	sirkul	3plPres
s i r k u l a	sirkul	3sgPres
s i r k u l a m o s	sirkul	1plPres
s i r k u l a i s	sirkul	2plPres
r e k o n s i l j o	rekonsilj	1sgPres
r e k o n s i l j a s	rekonsilj	2sgPres
r e k o n s i l j a n	rekonsilj	3plPres
r e k o n s i l j a	rekonsilj	3sgPres
r e k o n s i l j a m o s	rekonsilj	1plPres
r e k o n s i l j a i s	rekonsilj	2plPres
s u x j e r o	suxer	1sgPres
s u x j e r e s	suxer	2sgPres
s u x j e r e n	suxer	3plPres
s u x j e r e	suxer	3sgPres
s u x e r i m o s	suxer	1plPres
s u x e r i s	suxer	2plPres
p u d r o	pudr	1sgPres
p u d r e s	pudr	2sgPres
p u d r e n	pudr	3plPres
p u d r e	pudr	3sgPres
p u d r i m o s	pudr	1plPres
p u d r i s	pudr	2plPres
p e r f e k s j o n o	perfeksjon	1sgPres
p e r f e k s j o n a s	perfeksjon	2sgPres
p e r f e k s j o n a n	perfeksjon	3plPres
p e r f e k s j o n a	perfeksjon	3sgPres
p e r f e k s j o n a m o s	perfeksjon	1plPres
p e r f e k s j o n a i s	perfeksjon	2plPres
m e r e s k o	meres	1sgPres
m e r e s e s	meres	2sgPres
m e r e s e n	meres	3plPres
m e r e s e	meres	3sgPres
m e r e s e m o s	meres	1plPres
m e r e s e i s	meres	2plPres
t r a t o	trat	1sgPres
t r a t a s	trat	2sgPres
t r a t a n	trat	3plPres
t r a t a	trat	3sgPres
t r a t a m o s	trat	1plPres
t r a t a i s	trat	2plPres
a p a r t o	apart	1sgPres
a p a r t a s	apart	2sgPres
a p a r t a n	apart	3plPres
a p a r t a	apart	3sgPres
a p a r t a m o s	apart	1plPres
a p a r t a i s	apart	2plPres
j a m o	jam	1sgPres
j a m a s	jam	2sgPres
j a m a n	jam	3plPres
j a m a	jam	3sgPres
j a m a m o s	jam	1plPres
j a m a i s	jam	2plPres
f o m e n t o	foment	1sgPres
f o m e n t a s	foment	2sgPres
f o m e n t a n	foment	3plPres
f o m e n t a	foment	3sgPres
f o m e n t a m o s	foment	1plPres
f o m e n t a i s	foment	2plPres
p r e s i d o	presid	1sgPres
p r e s i d e s	presid	2sgPres
p r e s i d e n	presid	3plPres
p r e s i d e	presid	3sgPres
p r e s i d i m o s	presid	1plPres
p r e s i d i s	presid	2plPres
k a m p o	kamp	1sgPres
k a m p a s	kamp	2sgPres
k a m p a n	kamp	3plPres
k a m p a	kamp	3sgPres
k a m p a m o s	kamp	1plPres
k a m p a i s	kamp	2plPres
a u j e n t o	aujent	1sgPres
a u j e n t a s	aujent	2sgPres
a u j e n t a n	aujent	3plPres
a u j e n t a	aujent	3sgPres
a u j e n t a m o s	aujent	1plPres
a u j e n t a i s	aujent	2plPres
i n t e r p r e t o	interpret	1sgPres
i n t e r p r e t a s	interpret	2sgPres
i n t e r p r e t a n	interpret	3plPres
i n t e r p r e t a	interpret	3sgPres
i n t e r p r e t a m o s	interpret	1plPres
i n t e r p r e t a i s	interpret	2plPres
a b u n d o	abund	1sgPres
a b u n d a s	abund	2sgPres
a b u n d a n	abund	3plPres
a b u n d a	abund	3sgPres
a b u n d a m o s	abund	1plPres
a b u n d a i s	abund	2plPres
a C a k o	aCak	1sgPres
a C a k a s	aCak	2sgPres
a C a k a n	aCak	3plPres
a C a k a	aCak	3sgPres
a C a k a m o s	aCak	1plPres
a C a k a i s	aCak	2plPres
d e m o r o	demor	1sgPres
d e m o r a s	demor	2sgPres
d e m o r a n	demor	3plPres
d e m o r a	demor	3sgPres
d e m o r a m o s	demor	1plPres
d e m o r a i s	demor	2plPres
k o n s i d e r o	konsider	1sgPres
k o n s i d e r a s	konsider	2sgPres
k o n s i d e r a n	konsider	3plPres
k o n s i d e r a	konsider	3sgPres
k o n s i d e r a m o s	konsider	1plPres
k o n s i d e r a i s	konsider	2plPres
i n s t a l o	instal	1sgPres
i n s t a l a s	instal	2sgPres
i n s t a l a n	instal	3plPres
i n s t a l a	instal	3sgPres
i n s t a l a m o s	instal	1plPres
i n s t a l a i s	instal	2plPres
s e j o	sej	1sgPres
s e j a s	sej	2sgPres
s e j a n	sej	3plPres
s e j a	sej	3sgPres
s e j a m o s	sej	1plPres
s e j a i s	sej	2plPres
a o r k o	aork	1sgPres
a o r k a s	aork	2sgPres
a o r k a n	aork	3plPres
a o r k a	aork	3sgPres
a o r k a m o s	aork	1plPres
a o r k a i s	aork	2plPres
o r r o r i s o	orroris	1sgPres
o r r o r i s a s	orroris	2sgPres
o r r o r i s a n	orroris	3plPres
o r r o r i s a	orroris	3sgPres
o r r o r i s a m o s	orroris	1plPres
o r r o r i s a i s	orroris	2plPres
a n i k i l o	anikil	1sgPres
a n i k i l a s	anikil	2sgPres
a n i k i l a n	anikil	3plPres
a n i k i l a	anikil	3sgPres
a n i k i l a m o s	anikil	1plPres
a n i k i l a i s	anikil	2plPres
p i n C o	pinC	1sgPres
p i n C a s	pinC	2sgPres
p i n C a n	pinC	3plPres
p i n C a	pinC	3sgPres
p i n C a m o s	pinC	1plPres
p i n C a i s	pinC	2plPres
r e b i s o	rebis	1sgPres
r e b i s a s	rebis	2sgPres
r e b i s a n	rebis	3plPres
r e b i s a	rebis	3sgPres
r e b i s a m o s	rebis	1plPres
r e b i s a i s	rebis	2plPres
n e u t r a l i s o	neutralis	1sgPres
n e u t r a l i s a s	neutralis	2sgPres
n e u t r a l i s a n	neutralis	3plPres
n e u t r a l i s a	neutralis	3sgPres
n e u t r a l i s a m o s	neutralis	1plPres
n e u t r a l i s a i s	neutralis	2plPres
p r o b e o	probe	1sgPres
p r o b e e s	probe	2sgPres
p r o b e e n	probe	3plPres
p r o b e e	probe	3sgPres
p r o b e e m o s	probe	1plPres
p r o b e e i s	probe	2plPres
e N k o m j e n d o	eNkomend	1sgPres
e N k o m j e n d a s	eNkomend	2sgPres
e N k o m j e n d a n	eNkomend	3plPres
e N k o m j e n d a	eNkomend	3sgPres
e N k o m e n d a m o s	eNkomend	1plPres
e N k o m e n d a i s	eNkomend	2plPres
o m i t o	omit	1sgPres
o m i t e s	omit	2sgPres
o m i t e n	omit	3plPres
o m i t e	omit	3sgPres
o m i t i m o s	omit	1plPres
o m i t i s	omit	2plPres
b e t o	bet	1sgPres
b e t a s	bet	2sgPres
b e t a n	bet	3plPres
b e t a	bet	3sgPres
b e t a m o s	bet	1plPres
b e t a i s	bet	2plPres
p e r p e t r o	perpetr	1sgPres
p e r p e t r a s	perpetr	2sgPres
p e r p e t r a n	perpetr	3plPres
p e r p e t r a	perpetr	3sgPres
p e r p e t r a m o s	perpetr	1plPres
p e r p e t r a i s	perpetr	2plPres
r e u j o	rew	1sgPres
r e u j e s	rew	2sgPres
r e u j e n	rew	3plPres
r e u j e	rew	3sgPres
r e w i m o s	rew	1plPres
r e w i s	rew	2plPres
s o m e t o	somet	1sgPres
s o m e t e s	somet	2sgPres
s o m e t e n	somet	3plPres
s o m e t e	somet	3sgPres
s o m e t e m o s	somet	1plPres
s o m e t e i s	somet	2plPres
x w e g o	xug	1sgPres
x w e g a s	xug	2sgPres
x w e g a n	xug	3plPres
x w e g a	xug	3sgPres
x u g a m o s	xug	1plPres
x u g a i s	xug	2plPres
s e d u s k o	sedus	1sgPres
s e d u s e s	sedus	2sgPres
s e d u s e n	sedus	3plPres
s e d u s e	sedus	3sgPres
s e d u s i m o s	sedus	1plPres
s e d u s i s	sedus	2plPres
g r a b o	grab	1sgPres
g r a b a s	grab	2sgPres
g r a b a n	grab	3plPres
g r a b a	grab	3sgPres
g r a b a m o s	grab	1plPres
g r a b a i s	grab	2plPres
r o d e o	rode	1sgPres
r o d e a s	rode	2sgPres
r o d e a n	rode	3plPres
r o d e a	rode	3sgPres
r o d e a m o s	rode	1plPres
r o d e a i s	rode	2plPres
p r e s t o	prest	1sgPres
p r e s t a s	prest	2sgPres
p r e s t a n	prest	3plPres
p r e s t a	prest	3sgPres
p r e s t a m o s	prest	1plPres
p r e s t a i s	prest	2plPres
a r r o p o	arrop	1sgPres
a r r o p a s	arrop	2sgPres
a r r o p a n	arrop	3plPres
a r r o p a	arrop	3sgPres
a r r o p a m o s	arrop	1plPres
a r r o p a i s	arrop	2plPres
i n C o	enC	1sgPres
i n C e s	enC	2sgPres
i n C e n	enC	3plPres
i n C e	enC	3sgPres
e n C i m o s	enC	1plPres
e n C i s	enC	2plPres
r e s i g n o	resign	1sgPres
r e s i g n a s	resign	2sgPres
r e s i g n a n	resign	3plPres
r e s i g n a	resign	3sgPres
r e s i g n a m o s	resign	1plPres
r e s i g n a i s	resign	2plPres
d e k l i n o	deklin	1sgPres
d e k l i n a s	deklin	2sgPres
d e k l i n a n	deklin	3plPres
d e k l i n a	deklin	3sgPres
d e k l i n a m o s	deklin	1plPres
d e k l i n a i s	deklin	2plPres
a p r e s u r o	apresur	1sgPres
a p r e s u r a s	apresur	2sgPres
a p r e s u r a n	apresur	3plPres
a p r e s u r a	apresur	3sgPres
a p r e s u r a m o s	apresur	1plPres
a p r e s u r a i s	apresur	2plPres
k o m p l a s k o	komplas	1sgPres
k o m p l a s e s	komplas	2sgPres
k o m p l a s e n	komplas	3plPres
k o m p l a s e	komplas	3sgPres
k o m p l a s e m o s	komplas	1plPres
k o m p l a s e i s	komplas	2plPres
r e k l a m o	reklam	1sgPres
r e k l a m a s	reklam	2sgPres
r e k l a m a n	reklam	3plPres
r e k l a m a	reklam	3sgPres
r e k l a m a m o s	reklam	1plPres
r e k l a m a i s	reklam	2plPres
e m e r x o	emerx	1sgPres
e m e r x e s	emerx	2sgPres
e m e r x e n	emerx	3plPres
e m e r x e	emerx	3sgPres
e m e r x e m o s	emerx	1plPres
e m e r x e i s	emerx	2plPres
k o r r i x o	korrex	1sgPres
k o r r i x e s	korrex	2sgPres
k o r r i x e n	korrex	3plPres
k o r r i x e	korrex	3sgPres
k o r r e x i m o s	korrex	1plPres
k o r r e x i s	korrex	2plPres
g o s o	gos	1sgPres
g o s a s	gos	2sgPres
g o s a n	gos	3plPres
g o s a	gos	3sgPres
g o s a m o s	gos	1plPres
g o s a i s	gos	2plPres
a b l o	abl	1sgPres
a b l a s	abl	2sgPres
a b l a n	abl	3plPres
a b l a	abl	3sgPres
a b l a m o s	abl	1plPres
a b l a i s	abl	2plPres
r e x e n t o	rexent	1sgPres
r e x e n t a s	rexent	2sgPres
r e x e n t a n	rexent	3plPres
r e x e n t a	rexent	3sgPres
r e x e n t a m o s	rexent	1plPres
r e x e n t a i s	rexent	2plPres
a l t e r n o	altern	1sgPres
a l t e r n a s	altern	2sgPres
a l t e r n a n	altern	3plPres
a l t e r n a	altern	3sgPres
a l t e r n a m o s	altern	1plPres
a l t e r n a i s	altern	2plPres
r e s u m o	resum	1sgPres
r e s u m e s	resum	2sgPres
r e s u m e n	resum	3plPres
r e s u m e	resum	3sgPres
r e s u m i m o s	resum	1plPres
r e s u m i s	resum	2plPres
d i x j e r o	dixer	1sgPres
d i x j e r e s	dixer	2sgPres
d i x j e r e n	dixer	3plPres
d i x j e r e	dixer	3sgPres
d i x e r i m o s	dixer	1plPres
d i x e r i s	dixer	2plPres
a l i b j o	alibj	1sgPres
a l i b j a s	alibj	2sgPres
a l i b j a n	alibj	3plPres
a l i b j a	alibj	3sgPres
a l i b j a m o s	alibj	1plPres
a l i b j a i s	alibj	2plPres
r e k o n s t r u j o	rekonstrw	1sgPres
r e k o n s t r u j e s	rekonstrw	2sgPres
r e k o n s t r u j e n	rekonstrw	3plPres
r e k o n s t r u j e	rekonstrw	3sgPres
r e k o n s t r w i m o s	rekonstrw	1plPres
r e k o n s t r w i s	rekonstrw	2plPres
k o m u n i k o	komunik	1sgPres
k o m u n i k a s	komunik	2sgPres
k o m u n i k a n	komunik	3plPres
k o m u n i k a	komunik	3sgPres
k o m u n i k a m o s	komunik	1plPres
k o m u n i k a i s	komunik	2plPres
o k u r r o	okurr	1sgPres
o k u r r e s	okurr	2sgPres
o k u r r e n	okurr	3plPres
o k u r r e	okurr	3sgPres
o k u r r i m o s	okurr	1plPres
o k u r r i s	okurr	2plPres
C i j o	Cij	1sgPres
C i j a s	Cij	2sgPres
C i j a n	Cij	3plPres
C i j a	Cij	3sgPres
C i j a m o s	Cij	1plPres
C i j a i s	Cij	2plPres
a p w e s t o	apost	1sgPres
a p w e s t a s	apost	2sgPres
a p w e s t a n	apost	3plPres
a p w e s t a	apost	3sgPres
a p o s t a m o s	apost	1plPres
a p o s t a i s	apost	2plPres
s e p u l t o	sepult	1sgPres
s e p u l t a s	sepult	2sgPres
s e p u l t a n	sepult	3plPres
s e p u l t a	sepult	3sgPres
s e p u l t a m o s	sepult	1plPres
s e p u l t a i s	sepult	2plPres
t r a i s j o n o	traisjon	1sgPres
t r a i s j o n a s	traisjon	2sgPres
t r a i s j o n a n	traisjon	3plPres
t r a i s j o n a	traisjon	3sgPres
t r a i s j o n a m o s	traisjon	1plPres
t r a i s j o n a i s	traisjon	2plPres
l e b a n t o	lebant	1sgPres
l e b a n t a s	lebant	2sgPres
l e b a n t a n	lebant	3plPres
l e b a n t a	lebant	3sgPres
l e b a n t a m o s	lebant	1plPres
l e b a n t a i s	lebant	2plPres
a l a r m o	alarm	1sgPres
a l a r m a s	alarm	2sgPres
a l a r m a n	alarm	3plPres
a l a r m a	alarm	3sgPres
a l a r m a m o s	alarm	1plPres
a l a r m a i s	alarm	2plPres
e n b i d j o	enbidj	1sgPres
e n b i d j a s	enbidj	2sgPres
e n b i d j a n	enbidj	3plPres
e n b i d j a	enbidj	3sgPres
e n b i d j a m o s	enbidj	1plPres
e n b i d j a i s	enbidj	2plPres
b i N k u l o	biNkul	1sgPres
b i N k u l a s	biNkul	2sgPres
b i N k u l a n	biNkul	3plPres
b i N k u l a	biNkul	3sgPres
b i N k u l a m o s	biNkul	1plPres
b i N k u l a i s	biNkul	2plPres
b i s i t o	bisit	1sgPres
b i s i t a s	bisit	2sgPres
b i s i t a n	bisit	3plPres
b i s i t a	bisit	3sgPres
b i s i t a m o s	bisit	1plPres
b i s i t a i s	bisit	2plPres
a r d o	ard	1sgPres
a r d e s	ard	2sgPres
a r d e n	ard	3plPres
a r d e	ard	3sgPres
a r d e m o s	ard	1plPres
a r d e i s	ard	2plPres
o b e d e s k o	obedes	1sgPres
o b e d e s e s	obedes	2sgPres
o b e d e s e n	obedes	3plPres
o b e d e s e	obedes	3sgPres
o b e d e s e m o s	obedes	1plPres
o b e d e s e i s	obedes	2plPres
f a l s i f i k o	falsifik	1sgPres
f a l s i f i k a s	falsifik	2sgPres
f a l s i f i k a n	falsifik	3plPres
f a l s i f i k a	falsifik	3sgPres
f a l s i f i k a m o s	falsifik	1plPres
f a l s i f i k a i s	falsifik	2plPres
a l e g o	aleg	1sgPres
a l e g a s	aleg	2sgPres
a l e g a n	aleg	3plPres
a l e g a	aleg	3sgPres
a l e g a m o s	aleg	1plPres
a l e g a i s	aleg	2plPres
l i k i d o	likid	1sgPres
l i k i d a s	likid	2sgPres
l i k i d a n	likid	3plPres
l i k i d a	likid	3sgPres
l i k i d a m o s	likid	1plPres
l i k i d a i s	likid	2plPres
a t r a p o	atrap	1sgPres
a t r a p a s	atrap	2sgPres
a t r a p a n	atrap	3plPres
a t r a p a	atrap	3sgPres
a t r a p a m o s	atrap	1plPres
a t r a p a i s	atrap	2plPres
e n t r e b i s t o	entrebist	1sgPres
e n t r e b i s t a s	entrebist	2sgPres
e n t r e b i s t a n	entrebist	3plPres
e n t r e b i s t a	entrebist	3sgPres
e n t r e b i s t a m o s	entrebist	1plPres
e n t r e b i s t a i s	entrebist	2plPres
k a p t u r o	kaptur	1sgPres
k a p t u r a s	kaptur	2sgPres
k a p t u r a n	kaptur	3plPres
k a p t u r a	kaptur	3sgPres
k a p t u r a m o s	kaptur	1plPres
k a p t u r a i s	kaptur	2plPres
f o r x o	forx	1sgPres
f o r x a s	forx	2sgPres
f o r x a n	forx	3plPres
f o r x a	forx	3sgPres
f o r x a m o s	forx	1plPres
f o r x a i s	forx	2plPres
p r o b o k o	probok	1sgPres
p r o b o k a s	probok	2sgPres
p r o b o k a n	probok	3plPres
p r o b o k a	probok	3sgPres
p r o b o k a m o s	probok	1plPres
p r o b o k a i s	probok	2plPres
o b s e r b o	obserb	1sgPres
o b s e r b a s	obserb	2sgPres
o b s e r b a n	obserb	3plPres
o b s e r b a	obserb	3sgPres
o b s e r b a m o s	obserb	1plPres
o b s e r b a i s	obserb	2plPres
b i k t i m o	biktim	1sgPres
b i k t i m a s	biktim	2sgPres
b i k t i m a n	biktim	3plPres
b i k t i m a	biktim	3sgPres
b i k t i m a m o s	biktim	1plPres
b i k t i m a i s	biktim	2plPres
p e r s w a d o	perswad	1sgPres
p e r s w a d e s	perswad	2sgPres
p e r s w a d e n	perswad	3plPres
p e r s w a d e	perswad	3sgPres
p e r s w a d i m o s	perswad	1plPres
p e r s w a d i s	perswad	2plPres
s u f r o	sufr	1sgPres
s u f r e s	sufr	2sgPres
s u f r e n	sufr	3plPres
s u f r e	sufr	3sgPres
s u f r i m o s	sufr	1plPres
s u f r i s	sufr	2plPres
k o l o r e o	kolore	1sgPres
k o l o r e a s	kolore	2sgPres
k o l o r e a n	kolore	3plPres
k o l o r e a	kolore	3sgPres
k o l o r e a m o s	kolore	1plPres
k o l o r e a i s	kolore	2plPres
k l a w s u r o	klawsur	1sgPres
k l a w s u r a s	klawsur	2sgPres
k l a w s u r a n	klawsur	3plPres
k l a w s u r a	klawsur	3sgPres
k l a w s u r a m o s	klawsur	1plPres
k l a w s u r a i s	klawsur	2plPres
p e t r i f i k o	petrifik	1sgPres
p e t r i f i k a s	petrifik	2sgPres
p e t r i f i k a n	petrifik	3plPres
p e t r i f i k a	petrifik	3sgPres
p e t r i f i k a m o s	petrifik	1plPres
p e t r i f i k a i s	petrifik	2plPres
d e s g a r r o	desgarr	1sgPres
d e s g a r r a s	desgarr	2sgPres
d e s g a r r a n	desgarr	3plPres
d e s g a r r a	desgarr	3sgPres
d e s g a r r a m o s	desgarr	1plPres
d e s g a r r a i s	desgarr	2plPres
b e n s o	bens	1sgPres
b e n s e s	bens	2sgPres
b e n s e n	bens	3plPres
b e n s e	bens	3sgPres
b e n s e m o s	bens	1plPres
b e n s e i s	bens	2plPres
b u r l o	burl	1sgPres
b u r l a s	burl	2sgPres
b u r l a n	burl	3plPres
b u r l a	burl	3sgPres
b u r l a m o s	burl	1plPres
b u r l a i s	burl	2plPres
i d e n t i f i k o	identifik	1sgPres
i d e n t i f i k a s	identifik	2sgPres
i d e n t i f i k a n	identifik	3plPres
i d e n t i f i k a	identifik	3sgPres
i d e n t i f i k a m o s	identifik	1plPres
i d e n t i f i k a i s	identifik	2plPres
p a s t o	past	1sgPres
p a s t a s	past	2sgPres
p a s t a n	past	3plPres
p a s t a	past	3sgPres
p a s t a m o s	past	1plPres
p a s t a i s	past	2plPres
f i g u r o	figur	1sgPres
f i g u r a s	figur	2sgPres
f i g u r a n	figur	3plPres
f i g u r a	figur	3sgPres
f i g u r a m o s	figur	1plPres
f i g u r a i s	figur	2plPres
p r o j e k t o	projekt	1sgPres
p r o j e k t a s	projekt	2sgPres
p r o j e k t a n	projekt	3plPres
p r o j e k t a	projekt	3sgPres
p r o j e k t a m o s	projekt	1plPres
p r o j e k t a i s	projekt	2plPres
d i r i x o	dirix	1sgPres
d i r i x e s	dirix	2sgPres
d i r i x e n	dirix	3plPres
d i r i x e	dirix	3sgPres
d i r i x i m o s	dirix	1plPres
d i r i x i s	dirix	2plPres
b e n d o	bend	1sgPres
b e n d e s	bend	2sgPres
b e n d e n	bend	3plPres
b e n d e	bend	3sgPres
b e n d e m o s	bend	1plPres
b e n d e i s	bend	2plPres
e k s i t o	eksit	1sgPres
e k s i t a s	eksit	2sgPres
e k s i t a n	eksit	3plPres
e k s i t a	eksit	3sgPres
e k s i t a m o s	eksit	1plPres
e k s i t a i s	eksit	2plPres
k o d i s j o	kodisj	1sgPres
k o d i s j a s	kodisj	2sgPres
k o d i s j a n	kodisj	3plPres
k o d i s j a	kodisj	3sgPres
k o d i s j a m o s	kodisj	1plPres
k o d i s j a i s	kodisj	2plPres
e l u d o	elud	1sgPres
e l u d e s	elud	2sgPres
e l u d e n	elud	3plPres
e l u d e	elud	3sgPres
e l u d i m o s	elud	1plPres
e l u d i s	elud	2plPres
k a i g o	ka	1sgPres
k a e s	ka	2sgPres
k a e n	ka	3plPres
k a e	ka	3sgPres
k a e m o s	ka	1plPres
k a e i s	ka	2plPres
s w a b i s o	swabis	1sgPres
s w a b i s a s	swabis	2sgPres
s w a b i s a n	swabis	3plPres
s w a b i s a	swabis	3sgPres
s w a b i s a m o s	swabis	1plPres
s w a b i s a i s	swabis	2plPres
k o N k r e t o	koNkret	1sgPres
k o N k r e t a s	koNkret	2sgPres
k o N k r e t a n	koNkret	3plPres
k o N k r e t a	koNkret	3sgPres
k o N k r e t a m o s	koNkret	1plPres
k o N k r e t a i s	koNkret	2plPres
x u s g o	xusg	1sgPres
x u s g a s	xusg	2sgPres
x u s g a n	xusg	3plPres
x u s g a	xusg	3sgPres
x u s g a m o s	xusg	1plPres
x u s g a i s	xusg	2plPres
s i t o	sit	1sgPres
s i t a s	sit	2sgPres
s i t a n	sit	3plPres
s i t a	sit	3sgPres
s i t a m o s	sit	1plPres
s i t a i s	sit	2plPres
s e l e k s j o n o	seleksjon	1sgPres
s e l e k s j o n a s	seleksjon	2sgPres
s e l e k s j o n a n	seleksjon	3plPres
s e l e k s j o n a	seleksjon	3sgPres
s e l e k s j o n a m o s	seleksjon	1plPres
s e l e k s j o n a i s	seleksjon	2plPres
m a l t r a t o	maltrat	1sgPres
m a l t r a t a s	maltrat	2sgPres
m a l t r a t a n	maltrat	3plPres
m a l t r a t a	maltrat	3sgPres
m a l t r a t a m o s	maltrat	1plPres
m a l t r a t a i s	maltrat	2plPres
k o s i n o	kosin	1sgPres
k o s i n a s	kosin	2sgPres
k o s i n a n	kosin	3plPres
k o s i n a	kosin	3sgPres
k o s i n a m o s	kosin	1plPres
k o s i n a i s	kosin	2plPres
d i m i t o	dimit	1sgPres
d i m i t e s	dimit	2sgPres
d i m i t e n	dimit	3plPres
d i m i t e	dimit	3sgPres
d i m i t i m o s	dimit	1plPres
d i m i t i s	dimit	2plPres
e s p a b i l o	espabil	1sgPres
e s p a b i l a s	espabil	2sgPres
e s p a b i l a n	espabil	3plPres
e s p a b i l a	espabil	3sgPres
e s p a b i l a m o s	espabil	1plPres
e s p a b i l a i s	espabil	2plPres
m o l e s t o	molest	1sgPres
m o l e s t a s	molest	2sgPres
m o l e s t a n	molest	3plPres
m o l e s t a	molest	3sgPres
m o l e s t a m o s	molest	1plPres
m o l e s t a i s	molest	2plPres
a b s w e l b o	absolb	1sgPres
a b s w e l b e s	absolb	2sgPres
a b s w e l b e n	absolb	3plPres
a b s w e l b e	absolb	3sgPres
a b s o l b e m o s	absolb	1plPres
a b s o l b e i s	absolb	2plPres
s u b l e b o	subleb	1sgPres
s u b l e b a s	subleb	2sgPres
s u b l e b a n	subleb	3plPres
s u b l e b a	subleb	3sgPres
s u b l e b a m o s	subleb	1plPres
s u b l e b a i s	subleb	2plPres
d e t e k t o	detekt	1sgPres
d e t e k t a s	detekt	2sgPres
d e t e k t a n	detekt	3plPres
d e t e k t a	detekt	3sgPres
d e t e k t a m o s	detekt	1plPres
d e t e k t a i s	detekt	2plPres
a d o r n o	adorn	1sgPres
a d o r n a s	adorn	2sgPres
a d o r n a n	adorn	3plPres
a d o r n a	adorn	3sgPres
a d o r n a m o s	adorn	1plPres
a d o r n a i s	adorn	2plPres
a t r e b o	atreb	1sgPres
a t r e b e s	atreb	2sgPres
a t r e b e n	atreb	3plPres
a t r e b e	atreb	3sgPres
a t r e b e m o s	atreb	1plPres
a t r e b e i s	atreb	2plPres
n j e b o	neb	1sgPres
n j e b a s	neb	2sgPres
n j e b a n	neb	3plPres
n j e b a	neb	3sgPres
n e b a m o s	neb	1plPres
n e b a i s	neb	2plPres
a d m i r o	admir	1sgPres
a d m i r a s	admir	2sgPres
a d m i r a n	admir	3plPres
a d m i r a	admir	3sgPres
a d m i r a m o s	admir	1plPres
a d m i r a i s	admir	2plPres
k j e r o	ker	1sgPres
k j e r e s	ker	2sgPres
k j e r e n	ker	3plPres
k j e r e	ker	3sgPres
k e r e m o s	ker	1plPres
k e r e i s	ker	2plPres
e s k a p o	eskap	1sgPres
e s k a p a s	eskap	2sgPres
e s k a p a n	eskap	3plPres
e s k a p a	eskap	3sgPres
e s k a p a m o s	eskap	1plPres
e s k a p a i s	eskap	2plPres
i m p l a n t o	implant	1sgPres
i m p l a n t a s	implant	2sgPres
i m p l a n t a n	implant	3plPres
i m p l a n t a	implant	3sgPres
i m p l a n t a m o s	implant	1plPres
i m p l a n t a i s	implant	2plPres
p e s t a ñ e o	pestañe	1sgPres
p e s t a ñ e a s	pestañe	2sgPres
p e s t a ñ e a n	pestañe	3plPres
p e s t a ñ e a	pestañe	3sgPres
p e s t a ñ e a m o s	pestañe	1plPres
p e s t a ñ e a i s	pestañe	2plPres
s u b s i s t o	subsist	1sgPres
s u b s i s t e s	subsist	2sgPres
s u b s i s t e n	subsist	3plPres
s u b s i s t e	subsist	3sgPres
s u b s i s t i m o s	subsist	1plPres
s u b s i s t i s	subsist	2plPres
t j e m b l o	tembl	1sgPres
t j e m b l a s	tembl	2sgPres
t j e m b l a n	tembl	3plPres
t j e m b l a	tembl	3sgPres
t e m b l a m o s	tembl	1plPres
t e m b l a i s	tembl	2plPres
k o n b j e r t o	konbert	1sgPres
k o n b j e r t e s	konbert	2sgPres
k o n b j e r t e n	konbert	3plPres
k o n b j e r t e	konbert	3sgPres
k o n b e r t i m o s	konbert	1plPres
k o n b e r t i s	konbert	2plPres
u n o	un	1sgPres
u n e s	un	2sgPres
u n e n	un	3plPres
u n e	un	3sgPres
u n i m o s	un	1plPres
u n i s	un	2plPres
r e f o r m o	reform	1sgPres
r e f o r m a s	reform	2sgPres
